"","iter","types","value","split","site"
"339",13,"Non-euc Suppressed",0.74300537109375,"test","Collins"
"340",14,"Eucalyptus diversicolor Co/dominant",0.549151611328125,"test","Collins"
"341",14,"Eucalyptus diversicolor Suppressed",0.64688720703125,"test","Collins"
"342",14,"Non-euc Suppressed",0.828460693359375,"test","Collins"
"343",15,"Eucalyptus diversicolor Co/dominant",0.536700439453125,"test","Collins"
"344",15,"Eucalyptus diversicolor Suppressed",0.632464599609375,"test","Collins"
"345",15,"Non-euc Suppressed",0.8121337890625,"test","Collins"
"346",16,"Eucalyptus diversicolor Co/dominant",0.580816650390625,"test","Collins"
"347",16,"Eucalyptus diversicolor Suppressed",0.561529541015625,"test","Collins"
"348",16,"Non-euc Suppressed",0.671307373046875,"test","Collins"
"349",17,"Eucalyptus diversicolor Co/dominant",0.626385498046875,"test","Collins"
"350",17,"Eucalyptus diversicolor Suppressed",0.67742919921875,"test","Collins"
"351",17,"Non-euc Suppressed",0.71004638671875,"test","Collins"
"352",18,"Eucalyptus diversicolor Co/dominant",0.5972412109375,"test","Collins"
"353",18,"Eucalyptus diversicolor Suppressed",0.582684326171875,"test","Collins"
"354",18,"Non-euc Suppressed",0.7812744140625,"test","Collins"
"355",19,"Eucalyptus diversicolor Co/dominant",0.63426513671875,"test","Collins"
